Area Name,Year,Month,Labor Force,Employment,Unemployment,Unemployment Rate,County,Region
"Salinas, CA MSA",2015,June,"219,346","201,645","17,701",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,July,"219,549","201,790","17,759",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,August,"219,457","201,658","17,799",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,September,"219,083","201,302","17,781",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,October,"218,503","200,758","17,745",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,November,"217,862","200,124","17,738",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2015,December,"217,350","199,657","17,693",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2016,January,"217,127","199,571","17,556",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2016,February,"217,218","199,872","17,346",8.0%,Monterey County,Central Coast
"Salinas, CA MSA",2016,March,"217,434","200,329","17,105",7.9%,Monterey County,Central Coast
"Salinas, CA MSA",2016,April,"217,550","200,648","16,902",7.8%,Monterey County,Central Coast
"Salinas, CA MSA",2016,May,"217,474","200,687","16,787",7.7%,Monterey County,Central Coast
"Salinas, CA MSA",2016,June,"217,159","200,436","16,723",7.7%,Monterey County,Central Coast
"Salinas, CA MSA",2016,July,"216,695","200,003","16,692",7.7%,Monterey County,Central Coast
"Salinas, CA MSA",2016,August,"216,271","199,551","16,720",7.7%,Monterey County,Central Coast
"Salinas, CA MSA",2016,September,"216,000","199,184","16,816",7.8%,Monterey County,Central Coast
"Salinas, CA MSA",2016,October,"215,913","198,951","16,962",7.9%,Monterey County,Central Coast
"Salinas, CA MSA",2016,November,"216,021","198,904","17,117",7.9%,Monterey County,Central Coast
"Salinas, CA MSA",2016,December,"216,318","199,058","17,260",8.0%,Monterey County,Central Coast
"Salinas, CA MSA",2017,January,"216,749","199,425","17,324",8.0%,Monterey County,Central Coast
"Salinas, CA MSA",2017,February,"217,227","199,982","17,245",7.9%,Monterey County,Central Coast
"Salinas, CA MSA",2017,March,"217,649","200,625","17,024",7.8%,Monterey County,Central Coast
"Salinas, CA MSA",2017,April,"217,922","201,217","16,705",7.7%,Monterey County,Central Coast
"Salinas, CA MSA",2017,May,"217,955","201,605","16,350",7.5%,Monterey County,Central Coast
"Salinas, CA MSA",2017,June,"217,776","201,755","16,021",7.4%,Monterey County,Central Coast
"Salinas, CA MSA",2017,July,"217,474","201,732","15,742",7.2%,Monterey County,Central Coast
"Salinas, CA MSA",2017,August,"217,124","201,649","15,475",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2017,September,"216,931","201,731","15,200",7.0%,Monterey County,Central Coast
"Salinas, CA MSA",2017,October,"217,129","202,217","14,912",6.9%,Monterey County,Central Coast
"Salinas, CA MSA",2017,November,"217,714","203,061","14,653",6.7%,Monterey County,Central Coast
"Salinas, CA MSA",2017,December,"218,541","204,064","14,477",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2018,January,"219,431","205,009","14,422",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2018,February,"220,177","205,713","14,464",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2018,March,"220,530","206,008","14,522",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2018,April,"220,393","205,872","14,521",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2018,May,"219,887","205,440","14,447",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2018,June,"219,194","204,894","14,300",6.5%,Monterey County,Central Coast
"Salinas, CA MSA",2018,July,"218,567","204,459","14,108",6.5%,Monterey County,Central Coast
"Salinas, CA MSA",2018,August,"218,302","204,338","13,964",6.4%,Monterey County,Central Coast
"Salinas, CA MSA",2018,September,"218,447","204,502","13,945",6.4%,Monterey County,Central Coast
"Salinas, CA MSA",2018,October,"218,872","204,811","14,061",6.4%,Monterey County,Central Coast
"Salinas, CA MSA",2018,November,"219,427","205,112","14,315",6.5%,Monterey County,Central Coast
"Salinas, CA MSA",2018,December,"219,974","205,351","14,623",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2019,January,"220,331","205,478","14,853",6.7%,Monterey County,Central Coast
"Salinas, CA MSA",2019,February,"220,397","205,487","14,910",6.8%,Monterey County,Central Coast
"Salinas, CA MSA",2019,March,"220,152","205,375","14,777",6.7%,Monterey County,Central Coast
"Salinas, CA MSA",2019,April,"219,659","205,179","14,480",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2019,May,"219,056","204,954","14,102",6.4%,Monterey County,Central Coast
"Salinas, CA MSA",2019,June,"218,526","204,760","13,766",6.3%,Monterey County,Central Coast
"Salinas, CA MSA",2019,July,"218,157","204,614","13,543",6.2%,Monterey County,Central Coast
"Salinas, CA MSA",2019,August,"218,003","204,552","13,451",6.2%,Monterey County,Central Coast
"Salinas, CA MSA",2019,September,"218,260","204,779","13,481",6.2%,Monterey County,Central Coast
"Salinas, CA MSA",2019,October,"218,812","205,211","13,601",6.2%,Monterey County,Central Coast
"Salinas, CA MSA",2019,November,"219,324","205,575","13,749",6.3%,Monterey County,Central Coast
"Salinas, CA MSA",2019,December,"219,546","205,586","13,960",6.4%,Monterey County,Central Coast
"Salinas, CA MSA",2020,January,"219,360","205,067","14,293",6.5%,Monterey County,Central Coast
"Salinas, CA MSA",2020,February,"218,831","204,075","14,756",6.7%,Monterey County,Central Coast
"Salinas, CA MSA",2020,March,"227,357","202,960","24,397",10.7%,Monterey County,Central Coast
"Salinas, CA MSA",2020,April,"214,829","173,772","41,057",19.1%,Monterey County,Central Coast
"Salinas, CA MSA",2020,May,"207,313","173,420","33,893",16.3%,Monterey County,Central Coast
"Salinas, CA MSA",2020,June,"212,113","183,191","28,922",13.6%,Monterey County,Central Coast
"Salinas, CA MSA",2020,July,"209,282","183,817","25,465",12.2%,Monterey County,Central Coast
"Salinas, CA MSA",2020,August,"207,700","184,636","23,064",11.1%,Monterey County,Central Coast
"Salinas, CA MSA",2020,September,"206,827","185,430","21,397",10.3%,Monterey County,Central Coast
"Salinas, CA MSA",2020,October,"206,333","186,094","20,239",9.8%,Monterey County,Central Coast
"Salinas, CA MSA",2020,November,"206,199","186,745","19,454",9.4%,Monterey County,Central Coast
"Salinas, CA MSA",2020,December,"206,345","187,414","18,931",9.2%,Monterey County,Central Coast
"Salinas, CA MSA",2021,January,"206,683","188,058","18,625",9.0%,Monterey County,Central Coast
"Salinas, CA MSA",2021,February,"207,167","188,629","18,538",8.9%,Monterey County,Central Coast
"Salinas, CA MSA",2021,March,"207,723","189,082","18,641",9.0%,Monterey County,Central Coast
"Salinas, CA MSA",2021,April,"208,263","189,422","18,841",9.0%,Monterey County,Central Coast
"Salinas, CA MSA",2021,May,"208,781","189,810","18,971",9.1%,Monterey County,Central Coast
"Salinas, CA MSA",2021,June,"209,331","190,401","18,930",9.0%,Monterey County,Central Coast
"Salinas, CA MSA",2021,July,"209,907","191,311","18,596",8.9%,Monterey County,Central Coast
"Salinas, CA MSA",2021,August,"210,503","192,562","17,941",8.5%,Monterey County,Central Coast
"Salinas, CA MSA",2021,September,"211,178","194,112","17,066",8.1%,Monterey County,Central Coast
"Salinas, CA MSA",2021,October,"211,912","195,799","16,113",7.6%,Monterey County,Central Coast
"Salinas, CA MSA",2021,November,"212,655","197,460","15,195",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2021,December,"213,368","198,985","14,383",6.7%,Monterey County,Central Coast
"Salinas, CA MSA",2022,January,"214,036","200,328","13,708",6.4%,Monterey County,Central Coast
"Salinas, CA MSA",2022,February,"214,611","201,413","13,198",6.1%,Monterey County,Central Coast
"Salinas, CA MSA",2022,March,"215,011","202,158","12,853",6.0%,Monterey County,Central Coast
"Salinas, CA MSA",2022,April,"215,364","202,702","12,662",5.9%,Monterey County,Central Coast
"Salinas, CA MSA",2022,May,"215,812","203,206","12,606",5.8%,Monterey County,Central Coast
"Salinas, CA MSA",2022,June,"216,231","203,531","12,700",5.9%,Monterey County,Central Coast
"Salinas, CA MSA",2022,July,"216,492","203,543","12,949",6.0%,Monterey County,Central Coast
"Salinas, CA MSA",2022,August,"216,402","203,133","13,269",6.1%,Monterey County,Central Coast
"Salinas, CA MSA",2022,September,"215,923","202,380","13,543",6.3%,Monterey County,Central Coast
"Salinas, CA MSA",2022,October,"215,281","201,524","13,757",6.4%,Monterey County,Central Coast
"Salinas, CA MSA",2022,November,"214,541","200,617","13,924",6.5%,Monterey County,Central Coast
"Salinas, CA MSA",2022,December,"213,781","199,682","14,099",6.6%,Monterey County,Central Coast
"Salinas, CA MSA",2023,January,"213,211","198,868","14,343",6.7%,Monterey County,Central Coast
"Salinas, CA MSA",2023,February,"213,057","198,423","14,634",6.9%,Monterey County,Central Coast
"Salinas, CA MSA",2023,March,"213,401","198,488","14,913",7.0%,Monterey County,Central Coast
"Salinas, CA MSA",2023,April,"214,161","199,035","15,126",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2023,May,"215,202","199,953","15,249",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2023,June,"216,516","201,265","15,251",7.0%,Monterey County,Central Coast
"Salinas, CA MSA",2023,July,"217,901","202,700","15,201",7.0%,Monterey County,Central Coast
"Salinas, CA MSA",2023,August,"218,986","203,785","15,201",6.9%,Monterey County,Central Coast
"Salinas, CA MSA",2023,September,"219,525","204,219","15,306",7.0%,Monterey County,Central Coast
"Salinas, CA MSA",2023,October,"219,503","203,991","15,512",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2023,November,"219,320","203,552","15,768",7.2%,Monterey County,Central Coast
"Salinas, CA MSA",2023,December,"219,304","203,322","15,982",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,January,"219,440","203,370","16,070",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,February,"219,633","203,559","16,074",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,March,"219,807","203,754","16,053",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,April,"219,988","203,954","16,034",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,May,"220,110","204,073","16,037",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,June,"220,126","204,051","16,075",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,July,"220,354","204,221","16,133",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,August,"221,020","204,834","16,186",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,September,"221,966","205,764","16,202",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,October,"222,808","206,640","16,168",7.3%,Monterey County,Central Coast
"Salinas, CA MSA",2024,November,"223,081","206,943","16,138",7.2%,Monterey County,Central Coast
"Salinas, CA MSA",2024,December,"223,037","206,914","16,123",7.2%,Monterey County,Central Coast
"Salinas, CA MSA",2025,January,"224,507","208,408","16,099",7.2%,Monterey County,Central Coast
"Salinas, CA MSA",2025,February,"225,784","209,737","16,047",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2025,March,"227,195","211,071","16,124",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2025,April,"228,368","212,100","16,268",7.1%,Monterey County,Central Coast
"Salinas, CA MSA",2025,May,"229,174","212,779","16,395",7.2%,Monterey County,Central Coast
"Salinas, CA MSA",2025,June,"229,305","212,705","16,600",7.2%,Monterey County,Central Coast
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,January,"1,545,123","1,457,798","87,325",5.7%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,February,"1,545,388","1,459,631","85,757",5.5%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,March,"1,546,305","1,461,814","84,491",5.5%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,April,"1,547,742","1,464,413","83,329",5.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,May,"1,549,224","1,467,080","82,144",5.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,June,"1,550,172","1,469,305","80,867",5.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,July,"1,550,611","1,470,950","79,661",5.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,August,"1,550,725","1,472,093","78,632",5.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,September,"1,550,759","1,473,067","77,692",5.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,October,"1,551,307","1,474,435","76,872",5.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,November,"1,552,667","1,476,360","76,307",4.9%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2015,December,"1,554,550","1,478,638","75,912",4.9%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,January,"1,586,527","1,510,900","75,627",4.8%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,February,"1,588,374","1,512,870","75,504",4.8%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,March,"1,589,884","1,514,474","75,410",4.7%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,April,"1,591,288","1,515,953","75,335",4.7%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,May,"1,592,843","1,517,544","75,299",4.7%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,June,"1,594,402","1,519,240","75,162",4.7%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,July,"1,595,655","1,520,879","74,776",4.7%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,August,"1,596,620","1,522,393","74,227",4.6%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,September,"1,597,561","1,523,862","73,699",4.6%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,October,"1,598,317","1,525,264","73,053",4.6%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,November,"1,598,882","1,526,778","72,104",4.5%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2016,December,"1,599,319","1,528,447","70,872",4.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,January,"1,599,672","1,530,149","69,523",4.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,February,"1,600,036","1,531,891","68,145",4.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,March,"1,600,306","1,533,363","66,943",4.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,April,"1,600,603","1,534,596","66,007",4.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,May,"1,601,053","1,535,869","65,184",4.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,June,"1,601,708","1,537,373","64,335",4.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,July,"1,602,496","1,539,081","63,415",4.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,August,"1,603,069","1,540,814","62,255",3.9%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,September,"1,603,248","1,542,421","60,827",3.8%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,October,"1,603,281","1,544,043","59,238",3.7%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,November,"1,603,434","1,545,757","57,677",3.6%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2017,December,"1,603,926","1,547,648","56,278",3.5%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,January,"1,604,964","1,549,764","55,200",3.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,February,"1,606,561","1,552,137","54,424",3.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,March,"1,608,335","1,554,602","53,733",3.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,April,"1,609,555","1,556,575","52,980",3.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,May,"1,609,781","1,557,528","52,253",3.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,June,"1,609,189","1,557,571","51,618",3.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,July,"1,608,207","1,557,073","51,134",3.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,August,"1,607,652","1,556,539","51,113",3.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,September,"1,608,158","1,556,463","51,695",3.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,October,"1,609,844","1,557,072","52,772",3.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,November,"1,612,225","1,558,199","54,026",3.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2018,December,"1,614,297","1,559,307","54,990",3.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,January,"1,615,063","1,559,761","55,302",3.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,February,"1,614,181","1,559,337","54,844",3.4%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,March,"1,612,137","1,558,271","53,866",3.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,April,"1,609,749","1,557,167","52,582",3.3%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,May,"1,607,767","1,556,533","51,234",3.2%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,June,"1,606,750","1,556,662","50,088",3.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,July,"1,606,892","1,557,562","49,330",3.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,August,"1,607,908","1,558,973","48,935",3.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,September,"1,609,476","1,560,590","48,886",3.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,October,"1,611,503","1,562,355","49,148",3.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,November,"1,613,948","1,564,458","49,490",3.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2019,December,"1,616,820","1,567,030","49,790",3.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,January,"1,620,029","1,570,232","49,797",3.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,February,"1,622,997","1,573,704","49,293",3.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,March,"1,597,760","1,524,294","73,466",4.6%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,April,"1,560,733","1,310,192","250,541",16.1%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,May,"1,532,140","1,288,645","243,495",15.9%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,June,"1,582,711","1,378,839","203,872",12.9%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,July,"1,575,884","1,390,610","185,274",11.8%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,August,"1,555,955","1,400,702","155,253",10.0%,Unknown,Unknown
"San Diego-Chula Vista-Carlsbad, CA MSA",2020,September,"1,549,298","1,408,726","140,572",9.1%,Unknown,Unknown
